GEOID20,INTPTLAT20,INTPTLON20,ALAND20,pop2020
060590742003016,+33.7188181,-117.8694372,19686,109
060590742003017,+33.7188187,-117.8684068,19345,168
060590742003018,+33.7175088,-117.8687291,14389,8
060590742003019,+33.7168990,-117.8707491,81808,234
060590742003020,+33.7170106,-117.8734879,19296,132
060590742003021,+33.7170312,-117.8753057,49815,77
060590742004000,+33.7272075,-117.8683406,1233,0
060590742004001,+33.7272207,-117.8693734,1166,0
060590742004002,+33.7272566,-117.8732664,7240,16
060590742004003,+33.7261990,-117.8703817,19925,141
060590742004004,+33.7261734,-117.8693762,20913,83
060590742004005,+33.7261761,-117.8683372,20943,9
060590742004006,+33.7243124,-117.8688678,37238,0
060590742004007,+33.7238523,-117.8704057,28269,435
060590742004008,+33.7238595,-117.8714134,28326,250
060590742004009,+33.7262112,-117.8713832,20724,134
060590742004010,+33.7262173,-117.8723902,20331,139
060590742004011,+33.7262239,-117.8743561,18800,105
060590742004012,+33.7262223,-117.8752604,17949,126
060590742004013,+33.7262335,-117.8761251,17049,115
060590742004014,+33.7243943,-117.8761305,14378,112
060590742004015,+33.7238237,-117.8753549,26098,122
060590742004016,+33.7238392,-117.8744034,26920,188
060590742004017,+33.7238708,-117.8734150,28434,208
060590742004018,+33.7262219,-117.8733904,20357,118
060590742004019,+33.7230028,-117.8762446,5802,36
060590742004020,+33.7229520,-117.8693889,10261,43
060590742004021,+33.7229423,-117.8683583,10299,42
060590742004022,+33.7238621,-117.8724126,27726,184
060590743001000,+33.7230844,-117.8601885,13088,85
060590743001001,+33.7230937,-117.8610777,12923,88
060590743001002,+33.7230868,-117.8619591,12768,86
060590743001003,+33.7231023,-117.8629038,14617,113
060590743001004,+33.7231433,-117.8635012,2708,0
060590743001005,+33.7210681,-117.8635096,4309,0
060590743001006,+33.7210391,-117.8629273,28179,199
060590743001007,+33.7210260,-117.8619811,24596,219
060590743001008,+33.7210246,-117.8610979,24661,218
060590743001009,+33.7210171,-117.8602112,24907,224
060590743001010,+33.7210067,-117.8592421,29369,298
060590743001011,+33.7209988,-117.8581773,30589,271
060590743001012,+33.7209833,-117.8570743,31791,215
060590743002000,+33.7177801,-117.8571095,42375,266
060590743002001,+33.7177867,-117.8582183,41172,252
060590743002002,+33.7187359,-117.8592688,19282,169
060590743002003,+33.7187406,-117.8602335,16805,121
060590743002004,+33.7187514,-117.8611191,16484,142
060590743002005,+33.7187561,-117.8619983,16582,151
060590743002006,+33.7187724,-117.8629482,19148,155
060590743002007,+33.7187853,-117.8635268,2626,0
060590743002008,+33.7169332,-117.8630349,21488,140
060590743002009,+33.7169257,-117.8620154,17121,122
060590743002010,+33.7169210,-117.8611342,16183,154
060590743002011,+33.7169109,-117.8602472,17261,161
060590743002012,+33.7169007,-117.8592836,19205,123
060590744031000,+33.7416804,-117.8482689,142098,227
060590744031001,+33.7391596,-117.8473960,9572,251
060590744031002,+33.7408128,-117.8456498,20704,115
060590744031003,+33.7376630,-117.8469396,22581,594
060590744031004,+33.7390289,-117.8486291,7688,71
060590744031005,+33.7402073,-117.8475982,5934,53
060590744031006,+33.7399778,-117.8497131,10191,126
060590744031007,+33.7403575,-117.8461404,10874,79
060590744031008,+33.7406567,-117.8481389,12163,142
060590744031009,+33.7372928,-117.8454073,9130,207
060590744031010,+33.7397482,-117.8489588,14543,89
060590744031011,+33.7411984,-117.8515900,83547,0
060590744031012,+33.7399663,-117.8524382,48251,0
060590744031013,+33.7372266,-117.8527059,185736,15
060590744031014,+33.7345484,-117.8517141,50314,0
060590744031015,+33.7355884,-117.8482301,172274,18
060590744031016,+33.7343049,-117.8462833,9923,0
060590744031017,+33.7336454,-117.8488409,2858,0
060590744031018,+33.7337041,-117.8460645,1265,0
060590744031019,+33.7337398,-117.8430713,1893,0
060590744031020,+33.7317365,-117.8368510,273102,14
060590744031021,+33.7320128,-117.8339093,26517,0
060590744031022,+33.7276471,-117.8341214,8074,0
060590744031023,+33.7252015,-117.8352602,18279,0
060590744031024,+33.7209807,-117.8395268,42907,0
060590744031025,+33.7231070,-117.8391055,198098,0
060590744031026,+33.7225288,-117.8404358,15555,0
060590744031027,+33.7260129,-117.8398441,42586,0
060590744031028,+33.7247909,-117.8396904,41653,0
060590744031029,+33.7268359,-117.8369187,3664,0
060590744031030,+33.7293506,-117.8377286,100459,0
060590744031031,+33.7327898,-117.8431936,71860,0
060590744031032,+33.7325872,-117.8460878,44867,0
060590744031033,+33.7299017,-117.8480073,328075,16
060590744031034,+33.7315345,-117.8432058,26117,0
060590744031035,+33.7279575,-117.8432563,90051,22
060590744031036,+33.7301570,-117.8432337,81533,0
060590744031037,+33.7285120,-117.8395086,137651,0
060590744031038,+33.7267906,-117.8400824,3187,10
060590744031039,+33.7267396,-117.8433274,4994,0
060590744031040,+33.7267551,-117.8477662,6683,0
060590744031041,+33.7267984,-117.8527248,5370,9
060590744031042,+33.7268258,-117.8556663,1882,18
060590744031043,+33.7262431,-117.8557427,16093,0
060590744031044,+33.7228355,-117.8554433,132969,0
060590744031045,+33.7213648,-117.8534953,233054,18
060590744031046,+33.7239283,-117.8519385,57829,14
060590744031047,+33.7248192,-117.8478177,205091,16
060590744031048,+33.7240853,-117.8431641,196805,0
060590744031049,+33.7223741,-117.8440839,5451,0
060590744031050,+33.7228519,-117.8481164,6354,0
060590744031051,+33.7212604,-117.8482383,149715,0
060590744031052,+33.7197101,-117.8439417,162269,0
060590744031053,+33.7184649,-117.8455289,23156,0
060590744031054,+33.7181625,-117.8463961,38746,0
060590744031055,+33.7177977,-117.8487378,140033,0
060590744031056,+33.7177553,-117.8525517,149698,0
060590744031057,+33.7177872,-117.8555435,75452,0
060590744031058,+33.7161384,-117.8460229,13336,0
060590744031059,+33.7392351,-117.8453774,8572,198
060590744031060,+33.7392441,-117.8464765,8644,204
060590744031061,+33.7383851,-117.8463344,13215,225
060590744031062,+33.7382563,-117.8453741,9729,249
060590744032000,+33.7336085,-117.8530946,5127,0
060590744032001,+33.7319218,-117.8548443,120512,1755
060590744032002,+33.7298275,-117.8557408,21937,634
060590744032003,+33.7304483,-117.8524398,234508,0
060590744032004,+33.7285562,-117.8521183,34199,0
060590744051000,+33.7503390,-117.8566779,71836,16
060590744051001,+33.7514843,-117.8573978,3130,0
060590744051002,+33.7509217,-117.8578036,33927,64
060590744051003,+33.7510315,-117.8593086,16919,90
060590744051004,+33.7505668,-117.8604397,16622,546
060590744051005,+33.7502111,-117.8616564,14450,340
060590744051006,+33.7499852,-117.8629250,5507,58
060590744051007,+33.7498130,-117.8638946,1504,26
060590744051008,+33.7493042,-117.8640355,8910,197
060590744051009,+33.7493136,-117.8630180,8648,305
060590744051010,+33.7493271,-117.8620214,8910,185
060590744051011,+33.7493340,-117.8609994,9271,136
060590744051012,+33.7494007,-117.8598225,13505,0
060590744051013,+33.7501149,-117.8586959,10223,89
060590744051014,+33.7475924,-117.8577201,23050,6
060590744051015,+33.7484592,-117.8583890,13312,10
060590744051016,+33.7493313,-117.8584078,13030,0
060590744051017,+33.7467424,-117.8579796,17876,12
060590744051018,+33.7468186,-117.8558148,29004,0
060590744051019,+33.7460683,-117.8564342,10651,0
060590744051020,+33.7459415,-117.8579829,15895,0
060590744051021,+33.7455113,-117.8579736,2070,0
060590744051022,+33.7455621,-117.8559121,1889,0
060590744051023,+33.7500191,-117.8597280,1264,0
060590744051024,+33.7449880,-117.8576305,12731,0
060590744051025,+33.7449972,-117.8563468,12096,0
060590744051026,+33.7442331,-117.8548957,31714,17
060590744051027,+33.7440395,-117.8562895,13622,41
060590744051028,+33.7440328,-117.8576182,13253,0
060590744052000,+33.7543345,-117.8565536,28681,115
060590744052001,+33.7546839,-117.8575491,18590,119
060590744052002,+33.7547959,-117.8586891,25368,34
060590744052003,+33.7544516,-117.8598974,35032,8
060590744052004,+33.7551544,-117.8623091,23586,142
060590744052005,+33.7549324,-117.8640403,14349,101
060590744052006,+33.7536134,-117.8637486,17891,160
060590744052007,+33.7540847,-117.8625871,16593,353
060590744052008,+33.7537900,-117.8609855,28957,134
060590744052009,+33.7529238,-117.8618761,17285,244
060590744052010,+33.7524281,-117.8630537,19122,145
060590744052011,+33.7519277,-117.8640916,12890,116
060590744052012,+33.7529809,-117.8643393,2665,0
060590744052013,+33.7507928,-117.8634582,15127,248
060590744052014,+33.7512371,-117.8623405,18873,163
060590744052015,+33.7517403,-117.8611486,17655,172
060590744052016,+33.7522264,-117.8600107,17873,183
060590744052017,+33.7527090,-117.8588429,17989,115
060590744052018,+33.7531870,-117.8577110,14662,305
060590744052019,+33.7503823,-117.8642168,8733,20
060590744053000,+33.7583147,-117.8592764,10109,0
060590744053001,+33.7569385,-117.8567810,8192,0
060590744053002,+33.7580560,-117.8592738,9633,0
060590744053003,+33.7572258,-117.8597346,126278,75
060590744053004,+33.7578150,-117.8623032,38939,306
060590744053005,+33.7583631,-117.8635320,10667,141
060590744053006,+33.7570816,-117.8628993,23489,176
060590744053007,+33.7561797,-117.8629999,22839,378
060590744053008,+33.7560750,-117.8560600,1079,0
060590744061000,+33.7559155,-117.8539711,5210,0
060590744061001,+33.7556651,-117.8537394,8004,0
060590744061002,+33.7555900,-117.8539682,6162,0
060590744061003,+33.7548588,-117.8543052,50266,0
060590744061004,+33.7544538,-117.8557121,14302,0
060590744061005,+33.7517491,-117.8542168,167575,344
060590744061006,+33.7490261,-117.8537863,29566,118
060590744061007,+33.7483184,-117.8543667,5847,0
060590744061008,+33.7510841,-117.8523667,28574,286
060590744061009,+33.7489270,-117.8523647,18944,140
060590744062000,+33.7522410,-117.8471862,57150,0
060590744062001,+33.7487573,-117.8434779,6367,0
060590744062002,+33.7483429,-117.8437008,1166,0
060590744062003,+33.7507113,-117.8487631,287413,655
060590744062004,+33.7509434,-117.8471933,14204,69
060590744062005,+33.7492571,-117.8483224,24140,92
060590744062006,+33.7492460,-117.8493257,24116,136
060590744063000,+33.7468758,-117.8427911,12618,0
060590744063001,+33.7466708,-117.8433854,19563,0
060590744063002,+33.7477916,-117.8453805,20654,22
060590744063003,+33.7467038,-117.8489436,99236,404
060590744063004,+33.7476298,-117.8510539,14144,38
060590744063005,+33.7467914,-117.8510611,13466,10
060590744063006,+33.7471566,-117.8454096,20232,35
060590744063007,+33.7465165,-117.8459758,12280,75
060590744063008,+33.7462255,-117.8444023,16099,21
060590744063009,+33.7458938,-117.8459771,12163,35
060590744063010,+33.7461648,-117.8527823,42279,62
060590744063011,+33.7476117,-117.8536435,9978,39
060590744063012,+33.7467834,-117.8524661,10056,55
060590744063013,+33.7467747,-117.8536349,9600,40
060590744063014,+33.7476208,-117.8524645,10773,25
060590744064000,+33.7455959,-117.8423115,688,0
060590744064001,+33.7455636,-117.8431447,1746,0
060590744064002,+33.7455398,-117.8443919,1561,0
060590744064003,+33.7455249,-117.8459765,2370,0
060590744064004,+33.7455019,-117.8493812,6241,13
060590744064005,+33.7455462,-117.8532881,3407,0
060590744064006,+33.7443100,-117.8533005,56984,31
060590744064007,+33.7445976,-117.8508848,23134,0
060590744064008,+33.7440096,-117.8475839,159792,850
060590744064009,+33.7437808,-117.8443249,39579,180
060590744064010,+33.7437281,-117.8431754,42968,0
060590744064011,+33.7431819,-117.8416980,47947,0
060590744064012,+33.7442580,-117.8413866,11920,0
060590744064013,+33.7426267,-117.8391029,10368,0
060590744064014,+33.7423302,-117.8396293,10391,0
060590744064015,+33.7434076,-117.8517278,38486,14
060590744071000,+33.7408168,-117.8442118,36339,585
060590744071001,+33.7385041,-117.8437180,42991,750
060590744071002,+33.7371528,-117.8435444,30163,742
060590744071003,+33.7351283,-117.8433065,39483,528
060590744071004,+33.7360158,-117.8438203,8163,115
060590744071005,+33.7361645,-117.8443423,10387,222
060590744071006,+33.7342267,-117.8442679,14667,0
060590744072000,+33.7411226,-117.8396906,7627,31
060590744072001,+33.7418133,-117.8409097,7900,36
060590744072002,+33.7414541,-117.8409126,6157,34
060590744072003,+33.7376877,-117.8411597,94286,435
060590744072004,+33.7395910,-117.8411121,7543,29
060590744072005,+33.7398207,-117.8401196,3597,21
060590744072006,+33.7341112,-117.8417031,8052,111
060590744072007,+33.7354458,-117.8414728,11945,192
060590744072008,+33.7384901,-117.8407556,29497,672
060590744072009,+33.7402171,-117.8416766,4274,45
060590744072010,+33.7404525,-117.8428196,34465,894
060590744072011,+33.7347670,-117.8416918,7856,117
060590744072012,+33.7354565,-117.8400661,8628,140
060590744072013,+33.7410086,-117.8416781,4078,18
060590744072014,+33.7403147,-117.8404479,6512,22
060590744072015,+33.7410166,-117.8401214,3994,25
060590744072016,+33.7409248,-117.8406409,3047,19
060590744072017,+33.7405004,-117.8411576,7721,35
060590744072018,+33.7344413,-117.8402797,22417,206
060590744081000,+33.7413854,-117.8358585,10579,0
060590744081001,+33.7383125,-117.8355521,161056,1237
060590744081002,+33.7403480,-117.8392888,2288,40
060590744081003,+33.7400825,-117.8364989,5484,82
060590744081004,+33.7358720,-117.8351368,10978,223
060590744081005,+33.7410613,-117.8377478,4108,94
060590744081006,+33.7405778,-117.8359422,3546,55
060590744081007,+33.7404472,-117.8384143,3945,48
060590744081008,+33.7409386,-117.8369620,6984,65
060590744081009,+33.7365109,-117.8337923,23445,0
060590744081010,+33.7400712,-117.8388683,3880,0
060590744081011,+33.7396898,-117.8384228,3781,40
060590744081012,+33.7400733,-117.8379800,3949,73
060590744081013,+33.7400782,-117.8374975,6034,76
060590744081014,+33.7400806,-117.8369879,5891,99
060590744082000,+33.7381902,-117.8377999,100238,1291
060590744082001,+33.7370151,-117.8363130,7788,189
060590744083000,+33.7351379,-117.8378929,85533,1374
060590744083001,+33.7356568,-117.8367129,18882,467
060590745011000,+33.7429861,-117.8550625,12084,35
060590745011001,+33.7430148,-117.8562935,14547,108
060590745011002,+33.7430133,-117.8576288,14493,252
060590745011003,+33.7430058,-117.8589409,13765,326
060590745011004,+33.7409470,-117.8582029,85263,280
060590745011005,+33.7403732,-117.8555048,109431,961
060590745012000,+33.7393168,-117.8575696,9701,48
060590745012001,+33.7389067,-117.8575621,9048,57
060590745012002,+33.7383521,-117.8575524,16370,107
060590745012003,+33.7376956,-117.8591558,36146,272
060590745012004,+33.7376403,-117.8575571,16242,118
060590745012005,+33.7376626,-117.8560497,5783,33
060590745012006,+33.7370967,-117.8560528,3394,8
060590745012007,+33.7369298,-117.8575546,16210,95
060590745012008,+33.7362190,-117.8575590,16281,100
060590745012009,+33.7354948,-117.8575629,17002,102
060590745012010,+33.7347510,-117.8591637,22742,152
060590745012011,+33.7347561,-117.8575766,16938,148
060590745012012,+33.7340053,-117.8575351,17983,99
060590745013000,+33.7358574,-117.8546677,33920,931
060590745013001,+33.7376675,-117.8553514,4524,77
060590745013002,+33.7355066,-117.8553256,20948,735
060590745013003,+33.7352761,-117.8560159,27906,746
060590745021000,+33.7335916,-117.8578682,1641,0
060590745021001,+33.7317839,-117.8600240,33269,178
060590745021002,+33.7320231,-117.8610775,40288,229
060590745021003,+33.7316977,-117.8630952,68410,371
060590745021004,+33.7284891,-117.8582290,102674,227
060590745021005,+33.7313274,-117.8582551,24028,122
060590745021006,+33.7326718,-117.8588340,60568,353
060590745021007,+33.7318697,-117.8571043,11182,51
060590745021008,+33.7288566,-117.8618877,47475,286
060590745021009,+33.7312637,-117.8617269,24135,198
060590745021010,+33.7283206,-117.8631858,38073,254
060590745021011,+33.7307256,-117.8571278,22475,150
060590745021012,+33.7281287,-117.8599668,38187,264
060590745022000,+33.7268363,-117.8570182,1272,0
060590745022001,+33.7268461,-117.8581123,1425,0
060590745022002,+33.7268965,-117.8598922,3448,18
060590745022003,+33.7271184,-117.8623636,2904,0
060590745022004,+33.7257546,-117.8629337,29968,189
060590745022005,+33.7259549,-117.8613245,38577,233
060590745022006,+33.7248259,-117.8593512,51678,429
060590745022007,+33.7252712,-117.8584017,16840,347
060590745022008,+33.7252793,-117.8578557,17051,338
060590745022009,+33.7252564,-117.8570240,34638,368
060590745022010,+33.7230624,-117.8570433,16042,105
060590745022011,+33.7230651,-117.8581502,15604,121
060590745022012,+33.7241876,-117.8612673,25710,174
060590745022013,+33.7249760,-117.8612341,26957,205
060590746011000,+33.7388943,-117.8716445,14327,109
060590746011001,+33.7388950,-117.8728396,11979,100
060590746011002,+33.7388959,-117.8738987,11387,102
060590746011003,+33.7377193,-117.8739112,13337,75
060590746011004,+33.7377251,-117.8728548,14223,81
060590746011005,+33.7377221,-117.8716533,17132,145
060590746011006,+33.7364608,-117.8716575,17031,128
060590746011007,+33.7364581,-117.8728650,14246,100
060590746011008,+33.7364601,-117.8739242,13170,117
060590746011009,+33.7353349,-117.8739327,10291,78
060590746011010,+33.7351836,-117.8728708,14672,102
060590746011011,+33.7351747,-117.8716632,17641,121
060590746011012,+33.7346904,-117.8739376,3526,36
060590746012000,+33.7429095,-117.8666909,6069,113
060590746012001,+33.7429128,-117.8673331,6425,52
060590746012002,+33.7429103,-117.8681811,9893,24
060590746012003,+33.7429150,-117.8692150,9845,80
060590746012004,+33.7429148,-117.8703399,11601,283
060590746012005,+33.7416018,-117.8703627,21565,177
060590746012006,+33.7415978,-117.8692306,18115,149
